"species","yearcollected","decimalLongitude","decimalLatitude"
"Gadus morhua",2012,-66.9543,49.3417
"Gadus morhua",2012,-63.3308,49.866
"Gadus morhua",2012,-63.4767,49.9675
"Gadus morhua",2013,-61.851,49.818
"Gadus morhua",2013,-63.8202,49.5558
"Gadus morhua",2013,-65.4117,49.8165
"Gadus morhua",2010,-68.0487,49.1673
"Gadus morhua",2010,-64.2338,49.9955
"Gadus morhua",2010,-64.1143,49.989
"Gadus morhua",2011,-58.0332,49.8457
"Gadus morhua",2011,-58.0498,49.8005
"Gadus morhua",2011,-58.2853,49.6013
"Gadus morhua",2010,-62.373,48.6
"Gadus morhua",2012,-58.9558,48.3535
"Gadus morhua",2012,-62.7405,49.032
"Gadus morhua",2012,-63.7515,49.9487
"Gadus morhua",2013,-61.6283,49.5683
"Gadus morhua",2013,-64.1677,49.6693
"Gadus morhua",2013,-64.3758,49.7355
"Gadus morhua",2013,-64.995,49.75
"Gadus morhua",2013,-66.04,49.2917
"Gadus morhua",2013,-67.2765,48.9753
"Gadus morhua",2010,-67.9487,49.0728
"Gadus morhua",2010,-68.2418,49.0262
"Gadus morhua",2010,-63.9918,50.0583
"Gadus morhua",2010,-63.5577,50.0942
"Gadus morhua",2012,-59.3683,48.154
"Gadus morhua",2012,-59.3123,48.1242
"Gadus morhua",2013,-63.7717,48.8933
"Gadus morhua",2013,-61.9313,48.2698
"Gadus morhua",2012,-64.517,50.0757
"Gadus morhua",2013,-61.4632,49.447
"Gadus morhua",2013,-67.5338,48.8867
"Gadus morhua",2013,-68.49,48.5923
"Gadus morhua",2010,-68.2712,49.03
"Gadus morhua",2011,-58.9608,49.847
"Gadus morhua",2011,-59.3883,49.8713
"Gadus morhua",2012,-57.3222,51.0588
"Gadus morhua",2013,-62.378,48.9438
"Gadus morhua",2012,-64.4197,49.7573
"Gadus morhua",2012,-64.7257,49.925
"Gadus morhua",2012,-64.6173,49.9578
"Gadus morhua",2012,-65.5117,50.1785
"Gadus morhua",2013,-61.5723,49.5203
"Gadus morhua",2013,-66.1498,49.2832
"Gadus morhua",2013,-68.8063,48.6912
"Gadus morhua",2010,-64.2955,50.009
"Gadus morhua",2010,-63.6253,49.9228
"Gadus morhua",2010,-62.8375,48.4368
"Gadus morhua",2011,-60.8792,47.9525
"Gadus morhua",2012,-57.3097,51.0488
"Gadus morhua",2012,-57.1227,51.0965
"Gadus morhua",2012,-56.419,51.6227
"Gadus morhua",2012,-65.0288,49.9183
"Gadus morhua",2012,-65.3582,50.0745
"Gadus morhua",2012,-67.712,49.2853
"Gadus morhua",2012,-69.0948,48.3153
"Gadus morhua",2013,-61.2475,50.0683
"Gadus morhua",2013,-61.2117,49.8917
"Gadus morhua",2013,-68.2775,48.6983
"Gadus morhua",2013,-68.6082,48.6168
"Gadus morhua",2010,-63.1745,49.8167
"Gadus morhua",2011,-58.4145,50.4642
"Gadus morhua",2011,-58.7168,49.373
"Gadus morhua",2013,-60.3763,48.8715
"Gadus morhua",2013,-62.437,48.3645
"Gadus morhua",2013,-58.6955,50.253
"Gadus morhua",2012,-65.6333,50.0798
"Gadus morhua",2012,-63.4837,49.2348
"Gadus morhua",2012,-68.6787,48.5433
"Gadus morhua",2012,-67.989,49.2617
"Gadus morhua",2012,-68.3013,48.9843
"Gadus morhua",2013,-68.6763,48.5472
"Gadus morhua",2013,-68.9957,48.4153
"Gadus morhua",2013,-68.7978,48.754
"Gadus morhua",2013,-68.6792,48.8468
"Gadus morhua",2011,-57.3598,50.7822
"Gadus morhua",2010,-62.5325,49.879
"Gadus morhua",2011,-58.7378,49.2683
"Gadus morhua",2011,-59.8238,48.9775
"Gadus morhua",2013,-58.346,50.5063
"Gadus morhua",2013,-58.1247,50.5698
"Gadus morhua",2012,-68.387,48.6538
"Gadus morhua",2013,-68.2533,48.9667
"Gadus morhua",2013,-67.1338,49.452
"Gadus morhua",2013,-66.7945,49.8765
"Gadus morhua",2013,-66.8013,49.9102
"Gadus morhua",2013,-63.675,50.0817
"Gadus morhua",2011,-57.4262,50.7995
"Gadus morhua",2011,-57.5553,50.7883
"Gadus morhua",2010,-61.8162,49.525
"Gadus morhua",2011,-59.6067,48.9308
"Gadus morhua",2012,-58.8952,48.9588
"Gadus morhua",2012,-59.6445,48.3315
"Gadus morhua",2013,-60.1517,49.1688
"Gadus morhua",2013,-57.1115,51.1673
"Gadus morhua",2012,-68.2842,48.6578
"Gadus morhua",2013,-62.6423,50.165
"Gadus morhua",2013,-62.6897,50.0907
"Gadus morhua",2013,-62.6683,49.9107
"Gadus morhua",2011,-58.1348,50.5673
"Gadus morhua",2010,-61.5117,50.0633
"Gadus morhua",2011,-59.278,48.9365
"Gadus morhua",2011,-58.8923,48.9678
"Gadus morhua",2011,-58.9992,48.8397
"Gadus morhua",2012,-59.453,48.8187
"Gadus morhua",2013,-60.2145,49.7773
"Gadus morhua",2013,-59.5838,49.8578
"Gadus morhua",2013,-58.0767,50.1347
"Gadus morhua",2012,-63.8305,49.4568
"Gadus morhua",2012,-64.0642,49.5998
"Gadus morhua",2012,-64.1903,49.6213
"Gadus morhua",2012,-68.5708,48.888
"Gadus morhua",2013,-61.7903,49.8493
"Gadus morhua",2013,-62.4892,48.8763
"Gadus morhua",2013,-62.58,48.9558
"Gadus morhua",2010,-63.63,49.3
"Gadus morhua",2011,-57.8397,50.4847
"Gadus morhua",2011,-60.2155,49.6183
"Gadus morhua",2010,-61.1527,50.0615
"Gadus morhua",2011,-59.2573,48.673
"Gadus morhua",2011,-60.0957,48.6538
"Gadus morhua",2012,-59.5188,48.84
"Gadus morhua",2012,-59.7197,48.7398
"Gadus morhua",2013,-59.482,49.9365
"Gadus morhua",2013,-58.06,50.3088
"Gadus morhua",2013,-61.3025,49.2802
"Gadus morhua",2013,-61.3387,49.3087
"Gadus morhua",2012,-57.674,50.7307
"Gadus morhua",2011,-68.2128,48.7152
"Gadus morhua",2011,-61.1472,48.128
"Gadus morhua",2010,-60.1538,49.3043
"Gadus morhua",2012,-60.4747,48.8347
"Gadus morhua",2010,-60.2713,49.394
"Gadus morhua",2010,-57.2138,51.023
"Gadus morhua",2011,-61.4553,48.1542
"Gadus morhua",2011,-65.3447,49.8322
"Gadus morhua",2010,-57.938,50.6817
"Gadus morhua",2011,-64.6557,49.7485
"Gadus morhua",2011,-61.968,48.3483
"Gadus morhua",2012,-60.3132,49.0213
"Gadus morhua",2011,-64.4853,49.7572
"Gadus morhua",2011,-64.5728,49.7303
"Gadus morhua",2010,-57.564,50.4623
"Gadus morhua",2011,-62.9102,48.4693
"Gadus morhua",2012,-60.1203,49.4343
"Gadus morhua",2011,-64.5257,49.6253
"Gadus morhua",2012,-60.0983,49.519
"Gadus morhua",2012,-60.1795,49.552
"Gadus morhua",2010,-62.454,48.7055
"Gadus morhua",2012,-58.0665,50.6777
"Gadus morhua",2011,-64.0267,49.5227
"Gadus morhua",2011,-63.8572,49.5778
"Gadus morhua",2011,-68.0503,49.1655
"Gadus morhua",2011,-63.448,49.192
"Gadus morhua",2012,-55.8568,51.8832
"Gadus morhua",2012,-56.0615,51.7562
"Gadus morhua",2011,-68.2995,48.9975
"Gadus morhua",2012,-56.1382,51.7367
"Gadus morhua",2012,-57.374,50.7995
"Gadus morhua",2011,-69.0843,48.366
"Gadus morhua",2011,-69.0758,48.3455
"Gadus morhua",2010,-61.0883,48.8237
"Gadus morhua",2012,-57.51,50.575
"Gadus morhua",2011,-68.8052,48.5318
"Gadus morhua",2010,-60.6833,48.7167
"Gadus morhua",2012,-57.6417,50.3807
"Gadus morhua",2012,-57.9695,50.5625
"Gadus morhua",2010,-59.24325,46.112
"Gadus morhua",2010,-58.72342,45.60859
"Gadus morhua",2010,-58.71225,46.03225
"Gadus morhua",2010,-60.04884,46.97434
"Gadus morhua",2010,-59.76383,46.29167
"Gadus morhua",2010,-59.98459,46.86192
"Gadus morhua",2010,-59.62067,46.50209
"Gadus morhua",2010,-60.2205,46.90967
"Gadus morhua",2010,-58.517,46.02909
"Gadus morhua",2010,-58.84892,46.16125
"Gadus morhua",2013,-59.96225,46.659
"Gadus morhua",2013,-59.32775,46.37434
"Gadus morhua",2013,-59.063,45.89734
"Gadus morhua",2013,-60.21067,46.87608
"Gadus morhua",2013,-60.01392,45.6075
"Gadus morhua",2013,-59.089,45.66175
"Gadus morhua",2013,-59.72033,46.46234
"Gadus morhua",2014,-59.85475,46.83325
"Gadus morhua",2013,-60.13733,46.64934
"Gadus morhua",2013,-59.11475,46.06084
"Gadus morhua",2013,-59.51042,46.5945
"Gadus morhua",2014,-59.60608,46.27892
"Gadus morhua",2011,-59.87117,45.56542
"Gadus morhua",2011,-58.78684,45.75217
"Gadus morhua",2011,-59.08517,45.76667
"Gadus morhua",2015,-59.50967,46.23175
"Gadus morhua",2015,-60.12909,46.6875
"Gadus morhua",2015,-58.8085,46.10983
"Gadus morhua",2015,-59.286,46.43958
"Gadus morhua",2012,-58.63642,45.55484
"Gadus morhua",2014,-59.38833,46.02583
"Gadus morhua",2014,-59.26525,46.03642
"Gadus morhua",2015,-60.35458,46.93434
"Gadus morhua",2015,-60.04759,46.77192
"Gadus morhua",2011,-58.77559,46.03984
"Gadus morhua",2011,-59.24484,46.31342
"Gadus morhua",2010,-58.67984,45.846
"Gadus morhua",2011,-59.71559,46.59784
"Gadus morhua",2011,-58.58892,45.70025
"Gadus morhua",2012,-58.93509,46.31559
"Gadus morhua",2011,-59.23333,46.17384
"Gadus morhua",2012,-59.21267,46.35292
"Gadus morhua",2015,-59.68809,46.5145
"Gadus morhua",2015,-59.37559,46.475
"Gadus morhua",2011,-58.66758,45.60559
"Gadus morhua",2011,-60.02542,46.3365
"Gadus morhua",2015,-59.15809,46.0195
"Gadus morhua",2012,-59.30267,46.339
"Gadus morhua",2012,-59.76,46.43634
"Gadus morhua",2012,-59.8475,46.558
"Gadus morhua",2011,-60.1735,46.42525
"Gadus morhua",2013,-59.15492,46.48075
"Gadus morhua",2014,-59.86109,46.72784
"Gadus morhua",2014,-59.696,46.62925
"Gadus morhua",2015,-60.25392,47.07925
"Gadus morhua",2012,-58.83809,46.14125
"Gadus morhua",2011,-58.34367,45.85217
"Gadus morhua",2015,-59.1295,45.81142
"Gadus morhua",2012,-59.94867,45.6315
"Gadus morhua",2012,-60.03009,46.97375
"Gadus morhua",2011,-60.01934,46.64084
"Gadus morhua",2011,-60.14084,46.85775
"Gadus morhua",2014,-58.64059,46.11967
"Gadus morhua",2014,-58.79142,46.04717
"Gadus morhua",2012,-58.03417,45.75025
"Gadus morhua",2012,-59.28883,46.07367
"Gadus morhua",2012,-59.04425,46.14567
"Gadus morhua",2011,-59.72042,45.67459
"Gadus morhua",2011,-59.66833,45.82775
"Gadus morhua",2010,-60.10375,46.73325
"Gadus morhua",2014,-58.72067,45.88492
"Gadus morhua",2011,-59.96175,46.8865
"Gadus morhua",2013,-58.96259,46.19425
"Gadus morhua",2015,-59.62459,46.16233
"Gadus morhua",2015,-58.29692,45.80242
"Gadus morhua",2015,-59.66759,45.731
"Gadus morhua",2015,-59.25009,45.69725
"Gadus morhua",2012,-58.58525,45.85692
"Gadus morhua",2012,-60.28125,46.48067
"Gadus morhua",2011,-59.02609,46.2745
"Gadus morhua",2013,-60.12825,46.90009
"Gadus morhua",2014,-58.79242,45.92767
"Gadus morhua",2011,-59.71617,46.24092
"Gadus morhua",2012,-60.32042,47.02884
"Gadus morhua",2010,-58.42933,45.9775
"Gadus morhua",2015,-59.92992,46.43125
"Gadus morhua",2014,-58.52659,45.78458
"Gadus morhua",2014,-58.5365,45.6945
"Gadus morhua",2011,-60.11475,46.73409
"Gadus morhua",2013,-59.87625,46.34075
"Gadus morhua",2014,-59.0205,46.04209
"Gadus morhua",2014,-59.22717,45.67559
"Gadus morhua",2014,-59.44075,46.53292
"Gadus morhua",2013,-59.06375,46.2905
"Gadus morhua",2013,-60.13658,47.03075
"Gadus morhua",2013,-58.88917,45.80534
"Gadus morhua",2013,-58.68475,45.78967
"Gadus morhua",2014,-60.20692,46.73717
"Gadus morhua",2014,-59.28267,46.27167
"Gadus morhua",2010,-64.43,48.85
"Gadus morhua",2010,-68.52,48.46
"Gadus morhua",2011,-55.81,46.43
"Gadus morhua",2011,-56.04,46.36
"Gadus morhua",2011,-56.49,46.74
"Gadus morhua",2011,-56.5,46.73
"Gadus morhua",2011,-55.95,46.69
"Gadus morhua",2011,-56.14,46.97
"Gadus morhua",2011,-56.14,47.14
"Gadus morhua",2011,-56.21,47.25
"Gadus morhua",2011,-56.54,47.45
"Gadus morhua",2011,-56.64,47.36
"Gadus morhua",2011,-57.03,47.23
"Gadus morhua",2011,-57.18,47.54
"Gadus morhua",2011,-57.16,47.29
"Gadus morhua",2011,-57.16,47.23
"Gadus morhua",2011,-57.38,47.23
"Gadus morhua",2011,-57.66,47.08
"Gadus morhua",2011,-57.71,47.15
"Gadus morhua",2011,-57.95,47
"Gadus morhua",2011,-58.01,47.09
"Gadus morhua",2011,-58.15,47.09
"Gadus morhua",2011,-58.1,47.25
"Gadus morhua",2011,-57.88,47.28
"Gadus morhua",2011,-57.94,47.41
"Gadus morhua",2011,-57.98,47.41
"Gadus morhua",2011,-58.13,47.5
"Gadus morhua",2011,-58.2,47.4
"Gadus morhua",2011,-58.51,47.35
"Gadus morhua",2011,-58.7,47.18
"Gadus morhua",2011,-58.78,47.31
"Gadus morhua",2011,-59.01,47.5
"Gadus morhua",2011,-59.24,47.52
"Gadus morhua",2011,-59.41,47.39
"Gadus morhua",2011,-59.11,47.37
"Gadus morhua",2011,-58.54,47
"Gadus morhua",2011,-57.84,46.82
"Gadus morhua",2011,-57.3,46.82
"Gadus morhua",2011,-57.23,46.78
"Gadus morhua",2011,-57.22,47.02
"Gadus morhua",2011,-57.05,46.97
"Gadus morhua",2011,-57.08,47.04
"Gadus morhua",2011,-56.91,47.06
"Gadus morhua",2011,-56.46,47.13
"Gadus morhua",2011,-56.25,46
"Gadus morhua",2011,-56.37,46.03
"Gadus morhua",2011,-56.54,46.05
"Gadus morhua",2011,-56.8,46.01
"Gadus morhua",2011,-56.75,46.36
"Gadus morhua",2011,-56.9,46.32
"Gadus morhua",2011,-57.02,46.52
"Gadus morhua",2011,-56.85,46.65
"Gadus morhua",2011,-56.85,46.78
"Gadus morhua",2011,-57.09,46.73
"Gadus morhua",2011,-57.18,46.7
"Gadus morhua",2011,-57.5,46.61
"Gadus morhua",2011,-57.84,46.55
"Gadus morhua",2011,-58.39,46.79
"Gadus morhua",2011,-57.47,45.94
"Gadus morhua",2011,-57.37,46.16
"Gadus morhua",2011,-57.3,46.33
"Gadus morhua",2011,-57.19,46.49
"Gadus morhua",2011,-57.19,46.31
"Gadus morhua",2011,-57.22,46.28
"Gadus morhua",2011,-57.19,46.04
"Gadus morhua",2011,-56.84,45.74
"Gadus morhua",2011,-57.38,45.64
"Gadus morhua",2011,-56.46,45.87
"Gadus morhua",2011,-56.48,45.58
"Gadus morhua",2011,-55.99,45.85
"Gadus morhua",2011,-56.08,45.74
"Gadus morhua",2011,-56.32,45.78
"Gadus morhua",2011,-55.76,46.01
"Gadus morhua",2011,-55.76,45.98
"Gadus morhua",2010,-55.79,46.53
"Gadus morhua",2010,-55.99,46.47
"Gadus morhua",2010,-56.07,46.95
"Gadus morhua",2010,-56.07,47.16
"Gadus morhua",2010,-55.9,47.16
"Gadus morhua",2010,-55.74,47.27
"Gadus morhua",2010,-55.76,47.33
"Gadus morhua",2010,-56.08,47.38
"Gadus morhua",2010,-56.51,47.24
"Gadus morhua",2010,-56.32,47.21
"Gadus morhua",2010,-56.61,47.1
"Gadus morhua",2010,-56.79,47.05
"Gadus morhua",2010,-56.97,47
"Gadus morhua",2010,-56.82,46.94
"Gadus morhua",2010,-56.75,46.66
"Gadus morhua",2010,-56.72,46.84
"Gadus morhua",2010,-55.98,46.75
"Gadus morhua",2010,-55.96,46.7
"Gadus morhua",2010,-56.31,46.15
"Gadus morhua",2010,-56.28,45.63
"Gadus morhua",2010,-56.32,45.56
"Gadus morhua",2010,-56.66,45.53
"Gadus morhua",2010,-56.59,45.6
"Gadus morhua",2010,-56.82,45.75
"Gadus morhua",2010,-56.99,45.89
"Gadus morhua",2010,-56.55,45.99
"Gadus morhua",2010,-56.46,46.06
"Gadus morhua",2010,-56.71,46.08
"Gadus morhua",2010,-56.79,46.14
"Gadus morhua",2010,-56.78,46.19
"Gadus morhua",2010,-57.06,46.18
"Gadus morhua",2010,-57.4,46.34
"Gadus morhua",2010,-57.36,46.36
"Gadus morhua",2010,-57.53,46.6
"Gadus morhua",2010,-57.47,46.62
"Gadus morhua",2010,-57.38,46.68
"Gadus morhua",2010,-57.19,46.7
"Gadus morhua",2010,-57.07,46.8
"Gadus morhua",2010,-56.96,47.09
"Gadus morhua",2010,-56.91,47.12
"Gadus morhua",2010,-56.82,47.16
"Gadus morhua",2010,-56.81,47.3
"Gadus morhua",2010,-56.74,47.42
"Gadus morhua",2010,-56.6,47.48
"Gadus morhua",2010,-57.48,47.57
"Gadus morhua",2010,-57.85,47.48
"Gadus morhua",2010,-58.11,47.51
"Gadus morhua",2010,-57.4,46.89
"Gadus morhua",2010,-57.37,47.15
"Gadus morhua",2010,-57.41,47.25
"Gadus morhua",2010,-57.77,47.16
"Gadus morhua",2010,-57.83,47.3
"Gadus morhua",2010,-57.9,47.14
"Gadus morhua",2010,-57.93,47.01
"Gadus morhua",2010,-57.83,46.93
"Gadus morhua",2010,-57.78,46.81
"Gadus morhua",2010,-57.75,46.76
"Gadus morhua",2010,-58.06,46.87
"Gadus morhua",2010,-58.29,47.04
"Gadus morhua",2010,-58.15,47.04
"Gadus morhua",2010,-58.1,47.12
"Gadus morhua",2010,-58.21,47.13
"Gadus morhua",2010,-58.36,47.24
"Gadus morhua",2010,-58.68,47.27
"Gadus morhua",2010,-58.59,47.37
"Gadus morhua",2010,-58.58,47.51
"Gadus morhua",2010,-58.76,47.42
"Gadus morhua",2010,-59,47.42
"Gadus morhua",2010,-59.21,47.5
"Gadus morhua",2010,-59.46,47.47
"Gadus morhua",2010,-59.37,47.37
"Gadus morhua",2010,-58.99,47.33
"Gadus morhua",2010,-59.05,47.08
"Gadus morhua",2010,-58.51,46.98
"Gadus morhua",2010,-58.09,46.28
"Gadus morhua",2010,-57.93,46.26
"Gadus morhua",2010,-57.52,46.22
"Gadus morhua",2010,-56.96,45.76
"Gadus morhua",2010,-55.9,45.68
"Gadus morhua",2010,-56.11,45.6
"Gadus morhua",2010,-56.09,45.82
"Gadus morhua",2010,-55.91,45.97
"Gadus morhua",2010,-55.9,46.14
"Gadus morhua",2010,-56.1,46.33
"Gadus morhua",2010,-56.06,46.39
"Gadus morhua",2010,-55.78,46.28
"Gadus morhua",2010,-56.49,50.06
