year,month,day,time,depth,site,long,lat,Astyris lunata,Bittiolum alternatum,Margarites spp.,Arrhoges occidentalis,Diaphana minuta,Crepidula spp.,Other Gastropods,Mytilus spp.,Modiolus modiolus,Anomia simplex,Other Bivalve,Electra pilosa,Membranipora membranacea,Carcinus maenas,Cancer irroratus,Neopanopeus sayi,Crangon septemspinosa
2008,8,7,10:40:00   ,3,5,45.75781667,-61.87513333,4.478315424,0.373192952,9.516420276,0.373192952,1.679368284,4.478315424,1.119578856,9.516420276,0.186596476,0.559789428,8.770034372,12.50196389,0.186596476,0.059371606,0.16963316,0,0.271413056
2008,8,8,9:05:00,3,5,45.75781667,-61.87513333,12.5483524,0,5.377865315,0.717048709,0.896310886,7.708273618,1.792621772,12.01056587,0.537786532,0.896310886,4.660816606,3.943767898,0,0.105084725,0.173080723,0.006181454,0.080358907
2008,8,7,12:14:00,12,6,45.77986667,-61.79735,31.83372157,3.930089083,11.1352524,0.786017817,4.978112838,22.66351371,1.703038603,5.633127685,0.262005939,0.655014847,1.965044541,35.50180471,0.393008908,0.052401188,2.305652262,0,1.074224349
2008,August,7,13:47:00,12,7,45.80723333,-61.69651667,21.16198771,1.95341425,4.883535625,0.162784521,1.302276167,2.767336854,0.651138083,3.744043979,0.325569042,0.488353562,1.302276167,18.55743537,0.162784521,0,1.17204855,0,1.041820933
2008,8,7,15:28:00 ,12,8,45.82606667,-61.58806667,0.324484682,0.378565463,1.027534828,0.05408078,0.135201951,0.02704039,0.243363512,1.135696389,0,0.676009755,0.351525073,1.027534828,0,0,0.045067317,0,0.009013463
2008,8,7,17:05:00,12,9,45.73428333,-61.62138333,23.56029977,0.292674531,4.682792501,0.146337266,2.634070782,2.634070782,0.731686328,0.585349063,0.292674531,0.292674531,0.731686328,23.8529743,0.146337266,0.087802359,0.453645524,0,0.9365585
2008,8,7,18:48:00,12,10,45.71146667,-61.7807,33.05106371,0.431100831,26.15345042,0.287400554,5.460610527,7.903515236,0.862201662,20.83654017,1.724403324,0.431100831,19.83063823,8.334616067,0.143700277,0.033161602,0.431100831,0,0.82904006
2008,8,8,11:00:00,12,11,45.85725,-61.84395,3.975229209,0.722768947,20.96029947,1.084153421,0.722768947,10.11876526,2.891075788,50.23244182,1.084153421,7.589073944,23.85137525,32.88598709,1.084153421,0,1.156430315,0,0.939599631
2008,8,8,12:43:00,12,12,45.9312,-61.88518333,1.236163619,0.137351513,0.091567675,0.091567675,0.045783838,1.327731295,0.595189891,0.457838377,0,0,0.228919189,14.74239576,0.366270702,0,2.060272699,0,0.503622215
2008,8,8,13:30:00,12,13,45.98245,-61.74613333,1.394405637,0,48.33939541,0.464801879,1.859207516,0,6.042424426,404.8424366,0.464801879,18.59207516,12.08484885,23.24009395,0,0.051644653,3.201968499,0,3.356902459
2008,8,8,15:18:00,12,14,45.92628333,-61.62596667,1.883173406,0,13.18221384,0.376634681,0.376634681,1.506538725,0.941586703,36.72188142,0.188317341,3.954664153,0.941586703,24.48125428,0,0.125544894,2.510897875,0,1.00435915
2008,8,8,17:11:00 ,12,15,45.8942,-61.7325,0.040234447,0.080468895,19.67464475,0.120703342,0.442578921,0.523047815,0.643751157,33.67623242,0.281641131,1.448440104,10.17931518,9.374626229,0,0.010058612,0.050293059,0,0.060351671
2008,8,8,9:18:00,3,5,45.75781667,-61.87513333,38.64881552,24.78244659,26.84765047,0,3.835378639,5.31052427,1.47514563,9.145902909,2.065203883,0,9.145902909,12.98128155,0,0.126441054,1.685880721,0.042147018,0.295029126
2008,8,7,12:29:00,3,6,45.77986667,-61.79735,28.5133676,0.581905461,37.24194951,1.551747896,11.83207771,1.551747896,1.93968487,23.08224996,0.581905461,0.581905461,24.63399785,4.461275202,0.193968487,0.043104108,0.123154595,0.043104108,0.141627784
2008,8,7,14:07:00,3,7,45.80723333,-61.69651667,11.66439873,2.812691893,6.618098572,0,0.992714786,0.661809857,0.082726232,2.3163345,1.406345947,0,1.737250875,15.63525788,0,0,0.827262322,0,0.082726232
2008,8,7,15:41:00,3,8,45.82606667,-61.58806667,1.307556741,0.08527544,1.193856155,0.028425147,0.426377198,0.08527544,0.028425147,0.653778371,0.113700586,0.056850293,0.312676612,0.653778371,0,0,0.142125733,0,0.014212573
2008,8,7,17:18:00,3,9,45.73428333,-61.62138333,4.367840966,0.299753792,3.29729171,0.04282197,1.284659108,1.070549256,0.299753792,1.284659108,0.556685613,0.04282197,0.428219703,19.8693942,0.085643941,0.073409092,1.027727286,0.073409092,0.048939395
2008,8,7,19:02:00,3,10,45.71146667,-61.7807,1.329765834,0.541756451,5.56531627,0.492505865,0.83725997,1.477517594,0.147751759,3.792295158,1.379016421,0,1.083512901,2.117775218,0,0.006156323,0.049250586,0,0.01846897
2008,8,8,11:14:00,3,11,45.85725,-61.84395,0.544404607,2.372048645,5.988450678,0.174987195,2.741466057,1.399897561,0.116658131,3.791389228,2.877567209,0.097215108,2.138732386,2.624807927,0,0.012962014,0.479594535,0.012962014,0.038886043
2008,8,8,12:26:00,3,12,45.9312,-61.88518333,4.233842213,0.123515656,3.266302906,0.096067733,0.205859427,0.253893293,0.061757828,0.054895847,0.583268376,0,0.192135465,1.029297134,0.006861981,0.05855557,0.322055637,0,0
2008,8,8,13:43:00,3,13,45.98245,-61.74613333,23.42136763,1.653273009,20.39036711,1.928818511,3.58209152,11.84845657,0.826636506,6.062001034,0.826636505,0,3.857637022,12.95063857,0.551091003,1.285879007,8.266365046,0,1.102182006
2008,8,8,15:33:00,3,14,45.92628333,-61.62596667,2.099421331,0.135446537,1.354465375,0.135446537,0.507924516,1.049710665,0.304754709,0.846540859,0.067723269,0.033861634,0.609509419,3.081408728,0,0.090297692,2.076846908,0,0.338616344
2008,8,8,17:19:00,3,15,45.8942,-61.7325,4.649749031,0.978894533,1.631490888,0.081574544,0.489447266,1.060469077,0.407872722,0.978894533,0,0,1.142043621,6.607538096,0,0.032629818,0.815745444,0,0
2008,8,11,20:06:00,12,5,45.75781667,-61.87513333,3.51909764,0.060674097,12.92358271,0.364044583,0.182022292,2.366289792,0.364044583,19.53705931,0.242696389,1.334830139,1.880897015,7.766284447,0,0.242696389,0.728089167,0,0.910111459
2008,8,12,16:39:00,12,6,45.77986667,-61.79735,21.9575543,0.963050627,24.84670619,1.926101255,2.889151882,15.60142016,4.044812635,26.00236694,0.385220251,5.585693639,3.85220251,32.35850108,0.577830376,0,1.348270878,0,0.577830376
2008,8,12,15:00:00,12,7,45.80723333,-61.69651667,5.133253952,0,23.09964278,3.422169301,7.699880928,7.699880928,0.855542325,29.94398139,0.855542325,5.988796277,4.277711627,21.38855813,0.855542325,0,4.277711627,0,0.855542325
2008,8,12,13:17:00,12,8,45.82606667,-61.58806667,5.996409557,0.473400755,10.88821735,0.394500629,1.262402012,4.260606791,0.867901383,24.77463949,0.315600503,4.418407042,5.680809054,24.22233861,0.394500629,0.236700377,4.102806539,0,1.656902641
2008,8,12,11:08:00,12,9,45.73428333,-61.62138333,6.224446437,0.200788595,6.023657843,0.267718126,0.736224847,1.606308758,0.602365784,16.19694664,0.133859063,6.157516906,4.283490021,18.40562119,0.267718126,0,1.003942974,0,1.740167821
2008,8,12,9:15:00,12,10,45.71146667,-61.7807,0.721375887,0.04654038,2.047776711,0.04654038,0.279242279,0.884267216,0.605024937,3.397447725,0.04654038,0.442133608,0.721375887,5.235792727,0.02327019,0,0.06981057,0,0.511944178
2008,8,11,9:18:00,12,11,45.85725,-61.84395,8.095265461,0.337302728,1.686513638,0.168651364,0.758931137,5.312517959,0.590279773,3.204375912,0,0.590279773,0.843256819,14.50401729,0.168651364,0,0.843256819,0,0.801093978
2008,8,11,11:35:00,12,12,45.9312,-61.88518333,0.532291363,0.025756034,0.351999127,0,0.077268101,0.051512067,0.042926723,0.283316371,0.017170689,0.051512067,0.128780168,0.575218086,0,0,0.077268101,0,0
2008,8,11,13:09:00,12,13,45.98245,-61.74613333,22.81195837,1.702384953,22.13100439,3.745246896,9.192878746,22.81195837,4.426200878,30.98340614,2.723815925,10.8952637,5.107154859,45.28343975,1.021430972,0.680953981,8.171447774,0,0
2008,8,11,14:28:00,12,14,45.92628333,-61.62596667,1.448886319,0.076257175,2.592743939,0.457543048,0.762571747,2.821515463,0.915086096,3.355315686,0.305028699,0.305028699,1.372629144,19.06429367,0.076257175,0.076257175,1.830172192,0,0.991343271
2008,8,11,15:38:00,12,15,45.8942,-61.7325,0.217633112,0.072544371,1.450887415,0.217633112,0.145088742,0.544082781,0.435266225,1.342070859,0.036272185,0.689171522,0.580354966,8.306330453,0.145088742,0,0.435266225,0,0.362721854
2008,8,11,20:19:00,3,5,45.75781667,-61.87513333,6.5012886,2.407884667,6.260500134,0.7223654,0.842759633,2.407884667,1.8059135,5.176952033,0.240788467,0.601971167,0.842759633,19.74465427,0.481576933,0.062138959,2.299141488,0.062138959,1.118501265
2008,8,12,16:51:00,3,6,45.77986667,-61.79735,12.75922412,2.658171692,52.63179951,3.721440369,41.4674784,3.721440369,1.594903015,25.51844825,2.658171692,3.721440369,7.974515077,47.84709046,0,0,0.697770069,0.033227146,0.132908585
2008,8,12,15:11:00,3,7,45.80723333,-61.69651667,24.81368098,1.90874469,64.89731947,8.589351107,13.36121283,16.22432987,0,22.90493628,5.726234071,4.771861726,9.543723452,48.67298961,0,0,3.459599751,0,0.238593086
2008,8,12,13:03:00,3,8,45.82606667,-61.58806667,15.86935614,4.8088958,72.61432658,0.96177916,10.09868118,7.69423328,0.96177916,16.8311353,7.2133437,0.96177916,7.69423328,28.8533748,0,0.030055599,0.72133437,0,0.300555988
2008,8,12,11:21:00,3,9,45.73428333,-61.62138333,303.6060305,47.65908618,203.8749798,5.29545402,82.0795373,44.1287835,22.06439175,97.96589936,24.71211876,18.53408907,146.5075612,54.71969154,0,0.165482938,2.923531907,0,1.434185464
2008,8,12,9:32:00,3,10,45.71146667,-61.7807,10.48995908,3.911510166,30.22530583,0.177795917,13.8680815,4.800489749,1.0667755,16.35722433,4.800489749,4.444897915,8.356408081,3.378122416,0.177795917,0,0.2133551,0.017779592,0.311142854
2008,8,11,9:30:00,3,11,45.85725,-61.84395,33.12742186,0.613470775,12.88288628,0,1.635922067,0.613470775,0.817961034,3.680824651,0.817961034,0.613470775,1.431431809,11.86043499,0,0,1.363268389,0,0.068163419
2008,8,11,11:47:00,3,12,45.9312,-61.88518333,0.022579567,0.004515913,0.02709548,0,0.004515913,0,0,0.02709548,0,0.004515913,0.01354774,0.009031827,0,0,0,0,0
2008,8,11,13:22:00,3,13,45.98245,-61.74613333,34.79834053,1.909665029,147.0442072,2.970590045,23.34035035,4.668070071,2.121850032,12.9432852,10.39706516,0.63655501,8.699585132,7.002105106,0,0,1.591387524,0.053046251,1.538341273
2008,8,11,14:39:00,3,14,45.92628333,-61.62596667,1.751814832,0.218976854,11.93423854,0,3.28465281,0.766418989,0.109488427,0.547442135,0.109488427,0.218976854,1.204372697,10.83935427,0,0,0.958023736,0,0.109488427
2008,8,11,15:50:00,3,15,45.8942,-61.7325,0.61247639,0.061247639,1.714933891,0.061247639,0.367485834,0.306238195,0.061247639,0.551228751,0.061247639,0.061247639,0.306238195,1.837429169,0.061247639,0,1.469943335,0,0.061247639
2009,8,3,19:44:00,12,5,45.75781667,-61.87513333,5.665551437,0.283277572,107.0789222,1.416387859,1.133110287,9.631437442,4.815718721,133.9902915,0.283277572,24.07859361,42.49163577,32.29364319,0,0.283277572,1.133110287,0,0.283277572
2009,8,4,20:37:00,12,5,45.75781667,-61.87513333,5.78284938,0.289142469,109.2958533,1.445712345,1.156569876,9.830843946,4.915421973,136.7643878,0.289142469,24.57710986,43.37137035,32.96224147,0,0.289142469,1.156569876,0,0.289142469
2009,8,3,18:19:00,12,6,45.77986667,-61.79735,8.109638916,0.203589261,0.95008322,0.067863087,0.067863087,11.40099864,1.255467113,1.255467113,0,0.135726174,1.391193287,11.84210871,0,0.203589261,0.882220133,0,0.542904697
2009,8,3,11:27:00,12,7,45.80723333,-61.69651667,7.285576391,0.633528382,1.187865716,1.108674668,0.71271943,10.37402725,1.940180669,1.544225431,0.118786572,0.039595524,1.069079144,19.63937984,0.079191048,0,1.544225431,0,0.554337334
2009,8,3,12:58:00,12,8,45.82606667,-61.58806667,15.21719478,0.485655152,12.30326386,0.809425254,0.647540203,4.370896372,4.532781423,34.48151582,0,8.579907693,6.313516981,27.52045864,0.161885051,0,0.485655152,0,0
2009,8,4,13:42:00,12,9,45.73428333,-61.62138333,0.498928175,0.146743581,1.878317837,0.058697432,0.029348716,0.23478973,0.704369189,2.230502431,0.058697432,1.760922972,1.320692229,4.226215133,0,0,0.205441013,0,0.117394865
2009,8,4,11:34:00,12,10,45.71146667,-61.7807,3.857234312,0,5.826885876,0.328275261,0,6.319298766,1.395169858,20.5992726,0.082068815,7.632399809,9.602051372,8.1248127,0.082068815,0,0,0,0.492412891
2009,8,2,9:59:00,12,11,45.85725,-61.84395,0.740349195,0.418458241,1.48069839,0.225323668,0.160945477,4.603040648,0.386269145,2.124480299,0.032189095,0.257512764,0.804727386,4.345527885,0.064378191,0.032189095,0.289701859,0,0.128756382
2009,8,2,11:47:00,12,12,45.9312,-61.88518333,18.26291908,0.602074255,2.006914185,1.906568476,0.401382837,1.30449422,3.813136951,2.107259894,0,0,0.602074255,19.16603047,0,0.602074255,9.934225215,0,1.906568476
2009,8,2,15:59:00,12,13,45.98245,-61.74613333,7.807289644,0.387138329,1.484030263,0.645230549,0.322615275,21.67974645,1.742122483,2.839014416,0.12904611,0,0.580707494,10.77535017,0.12904611,0,0.774276659,0,0.516184439
2009,8,3,16:11:00,12,14,45.92628333,-61.62596667,2.566626976,0.356475969,4.34900682,0.142590388,0.142590388,6.345272246,1.425903876,4.776777983,0.142590388,3.20828372,2.210151007,11.76370697,0.213885581,0.071295194,0.57036155,0,0.285180775
2009,8,2,14:33:00,12,15,45.8942,-61.7325,1.112667357,0.22759105,0.505757889,0.126439472,0.075863683,1.289682618,0.252878945,0.96093999,0.075863683,0.075863683,0.151727367,7.712807814,0.025287894,0,0.859788412,0,0.177015261
2009,8,4,12:39:00,12,16,45.71993333,-61.69638333,0.582467631,0.068525604,0.753781641,0.068525604,0.034262802,2.501184535,0.822307244,1.576088885,0.034262802,0.993621254,0.890832848,8.086021237,0,0,0.308365217,0,0.205576811
2009,8,4,16:52:00,12,17,45.75075,-61.57723333,1.577934235,0.137211673,13.92698477,0.411635018,0.274423345,1.029087544,1.166299217,15.29910149,0.137211673,4.047744341,12.00602135,14.47583146,0,0,0.205817509,0,0.137211673
2009,8,3,14:43:00,12,18,45.94243333,-61.57103333,2.275787733,0.071118367,6.187297898,0.4267102,0.2133551,0.355591833,1.4934857,12.801306,0,5.760587698,17.21064473,9.529861131,0,0,0.142236733,0.071118367,0.071118367
2009,8,2,17:47:00,12,19,46.05218333,-61.60583333,8.504404922,0,42.18184841,0.850440492,0.170088098,7.994140627,4.082114363,13.09678358,0,6.973612036,7.994140627,19.39004322,0,0.170088098,0.170088098,0,0.340176197
2009,8,2,12:57:00,12,20,45.96236667,-61.80961667,12.61378705,0.180196958,2.072265016,1.351477184,0.270295437,2.072265016,3.333643721,2.162363495,0.450492395,0.180196958,0.900984789,23.42560452,0,0.360393916,9.910832683,0,1.801969579
2009,8,3,19:31:00,3,5,45.75781667,-61.87513333,13.66171392,0,4.378754461,0.525450535,0.175150178,21.01802141,1.576351606,19.44166981,0.525450535,0,31.7021823,3.503003569,0,0,1.284434642,0,2.452102498
2009,8,4,20:25:00,3,5,45.75781667,-61.87513333,13.37202922,1.32567531,8.011689918,1.32567531,0.922208911,5.014510956,1.037485025,12.33454419,0.634018627,0.518742513,4.726320671,2.363160336,0,0.014409514,0.093661843,0,0.093661843
2009,8,3,18:06:00,3,6,45.77986667,-61.79735,6.230505936,2.682578945,1.730696093,0.432674023,0.346139219,7.96120203,1.124952461,7.009319178,0.432674023,0.259604414,2.682578945,3.288322578,0,0,0.144224674,0,0.007211234
2009,8,3,11:13:00,3,7,45.80723333,-61.69651667,9.906005865,0.762000451,8.572505076,0.381000226,1.524000902,2.857501692,3.238501918,6.477003835,0.571500338,0.190500113,19.24051139,15.62100925,0,0,0.870857658,0,0.027214302
2009,8,3,12:46:00,3,8,45.82606667,-61.58806667,9.321805085,0.415327949,1.061393648,0.13844265,0.1845902,3.922541744,0.876803449,9.690985484,0.0922951,3.414918694,2.768852995,8.214263886,0,0.011536887,0.253811525,0,0
2009,8,4,13:24:00,3,9,45.73428333,-61.62138333,1.409794495,0.528672936,1.62126367,0,0.458183211,0.281958899,0.458183211,7.08421734,0.775386973,0.035244862,7.366176239,2.290916055,0,0.004405608,0.026433647,0,0
2009,8,4,11:03:00,3,10,45.71146667,-61.7807,0.761709743,1.218735589,3.19918092,0.076170974,0.53319682,0.609367794,0.152341949,10.89244932,0.342769384,0.685538769,17.67166603,2.93258251,0,0.004760686,0.009521372,0,0.004760686
2009,8,2,9:44:00,3,11,45.85725,-61.84395,1.070847479,4.062921318,1.669262247,0.031495514,0.220468599,0.629910282,0.661405796,10.07856451,0.503928225,0.220468599,7.023499642,8.346311234,0,0,0.236216356,0.019684696,0
2009,8,2,11:30:00,3,12,45.9312,-61.88518333,2.127407085,3.481211593,1.779285925,0.580201932,0.696242319,0.812282705,0.154720515,4.912376359,0.464161546,0.193400644,2.939689789,4.21613404,0,0,0.30944103,0,0
2009,8,2,15:31:00,3,13,45.98245,-61.74613333,4.388258666,0.452397801,1.809591202,0.09047956,0.588117141,2.216749223,0.2261989,0.950035381,0.13571934,0,0.13571934,4.523978006,0,0,4.614457566,0,0
2009,8,3,15:57:00,3,14,45.92628333,-61.62596667,6.371067041,0.169895121,4.842010951,0,0.849475605,9.768969462,3.652745103,17.24435479,1.019370726,0.679580484,17.75404015,7.81517557,0,0.012135366,0.315519511,0,0.024270732
2009,8,2,14:17:00,3,15,45.8942,-61.7325,0.891949386,0.764528045,3.482849982,0.084947561,1.231739628,0.552159144,0.509685363,6.073750579,0.976896946,0,2.930690839,4.969432292,0,0,0.891949386,0,0
2009,8,4,12:25:00,3,16,45.71993333,-61.69638333,3.305514479,0.82637862,0.956859454,0.043493612,0.217468058,0.82637862,0.347948893,3.870931429,0.260961669,0.086987223,11.13436456,3.740450595,0,0,0.097860626,0,0
2009,8,4,16:34:00,3,17,45.75075,-61.57723333,1.311504418,0,0.755782207,0.066686665,0.177831107,0.333433327,0.111144442,1.066986645,0.133373331,0.111144442,0.311204438,1.311504418,0,0.005557222,0.038900555,0,0
2009,8,3,14:30:00,3,18,45.94243333,-61.57103333,54.17861499,1.221239272,6.217218114,2.553500297,2.331456793,2.664522049,3.219630809,46.18504885,0.666130512,2.664522049,27.97748151,17.87450208,0.111021752,0.027755438,0.541231041,0.222043504,0.069388595
2009,8,2,17:34:00,3,19,46.05218333,-61.60583333,82.95881268,0,12.4050561,0.775316006,7.753160063,6.20252805,1.162974009,43.41769635,0.581487005,0,27.71754723,26.94223122,0.193829002,0.024228625,0.484572504,0.145371751,0
2009,8,2,12:40:00,3,20,45.96236667,-61.80961667,3.363512361,0.160167255,1.55591048,0.205929328,0.228810365,0.549144875,0.114405182,1.16693286,0.800836276,0,0.297453474,2.516914011,0.022881036,0,1.372862188,0,0.022881036
